GCF_003469635.1_ASM346963v1_genomic	SGB516	Parabacteroides_merdae
SAMEA3888123	SGB601	Streptococcus_agalactiae
SAMEA3888122	SGB601	Streptococcus_agalactiae
SAMEA3888125	SGB601	Streptococcus_agalactiae
SAMEA3888124	SGB601	Streptococcus_agalactiae
SAMEA3888127	SGB601	Streptococcus_agalactiae
SAMEA3888126	SGB601	Streptococcus_agalactiae
n7_bin_7	SGB467	Peptoniphilus_lacrimalis
GCF_001579525.1_ASM157952v1_genomic	SGB285	Streptococcus_oralis
GCF_900028085.1_14555_6_46_genomic	SGB513	Neisseria_gonorrhoeae
SAMN09736813	SGB599	Bacteroides_fragilis
GCF_000554605.1_Stap_aure_M0317_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03140396	SGB284	Streptococcus_salivarius
SAMN09736816	SGB180	Bacteroides_dorei
GCF_000182835.1_ASM18283v1_genomic	SGB054	Lactobacillus_delbrueckii
GCF_000530925.1_Stap_aure_M0365_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000554245.1_Stap_aure_M0287_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003841885.1_INS-Nm1142_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002988555.1_ASM298855v1_genomic	SGB511	Haemophilus_influenzae
SAMN03197882	SGB283	Proteus_mirabilis
GCF_003724575.1_INS-Nm1076_genomic	SGB513	Neisseria_gonorrhoeae
SAMN03197889	SGB481	Staphylococcus_epidermidis
GCF_003494815.1_ASM349481v1_genomic	SGB511	Haemophilus_influenzae
GCF_000606505.1_Stap_aure_H89939_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03854410	SGB237	Peptostreptococcus_anaerobius
SAMN03854412	SGB289	Porphyromonas_somerae
SAMN03854413	SGB514	Prevotella_corporis
GCF_900077605.1_12045_4_86_genomic	SGB288	Enterobacter_cloacae
GCF_001449675.1_WH-SGI-V-07180_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA2272374	SGB414	Chlamydia_trachomatis
SAMEA2272375	SGB402	Lactobacillus_rhamnosus
GCF_900022425.1_14555_5_35_genomic	SGB513	Neisseria_gonorrhoeae
0756_546_1_1_MRSIHK1_S857-bin_1	SGB084	Anaerococcus_tetradius
SAMN05425708	SGB122	Bacillus_subtilis
GCF_002985425.1_ASM298542v1_genomic	SGB511	Haemophilus_influenzae
GCF_000597025.1_Stap_aure_H47224_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00000654	SGB598	Streptococcus_pyogenes
GCF_006334635.1_ASM633463v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000191285.1_ASM19128v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003799275.1_ASM379927v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN00808888	SGB123	Listeria_monocytogenes
SAMN00808885	SGB123	Listeria_monocytogenes
SRS056796_bin_1	SGB600	Lactobacillus_jensenii
SAMN00808886	SGB123	Listeria_monocytogenes
SAMN00808881	SGB123	Listeria_monocytogenes
SAMN00808880	SGB123	Listeria_monocytogenes
SAMN00808883	SGB123	Listeria_monocytogenes
SAMN00808882	SGB123	Listeria_monocytogenes
GCF_000579595.1_Stap_aure_H75423_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02436279	SGB124	Ureaplasma_urealyticum
SAMN02436277	SGB125	Clostridium_perfringens
GCF_000606385.1_Stap_aure_H32175_V1_genomic	SGB185	Staphylococcus_aureus
C0079E3	SGB464	Peptoniphilus_lacrimalis
GCF_001598675.1_ASM159867v1_genomic	SGB127	Serratia_rubidaea
SAMN04324612	SGB128	Megasphaera_sp
GCF_900202125.1_R559_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001024955.1_ASM102495v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA3918979	SGB598	Streptococcus_pyogenes
SAMN09734795	SGB599	Bacteroides_fragilis
GCF_000547805.1_Stap_aure_M0763_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3918971	SGB598	Streptococcus_pyogenes
SAMEA3918972	SGB598	Streptococcus_pyogenes
SAMEA3918973	SGB598	Streptococcus_pyogenes
SAMEA3918974	SGB598	Streptococcus_pyogenes
SAMEA3918975	SGB598	Streptococcus_pyogenes
SAMEA3918976	SGB598	Streptococcus_pyogenes
SAMEA3918977	SGB598	Streptococcus_pyogenes
SAMN05185374	SGB095	Cutibacterium_acnes
SAMN05185370	SGB095	Cutibacterium_acnes
SAMN05185378	SGB095	Cutibacterium_acnes
GCF_003798845.1_ASM379884v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA3714883	SGB601	Streptococcus_agalactiae
GCF_003599935.1	SGB405	Streptococcus_pseudopneumoniae
GCF_000570615.1_Stap_aure_T89467_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001909005.1_ASM190900v1_genomic	SGB511	Haemophilus_influenzae
GCF_900077575.1_12045_4_92_genomic	SGB238	Enterobacter_cloacae
MG_205763_bin_34	SGB096	noRef
MG_205763_bin_35	SGB349	Peptoniphilus_coxii
MG_205763_bin_36	SGB243	Tissierellia_bacterium
MG_205763_bin_37	SGB346	noRef
MG_205763_bin_30	SGB570	Mobiluncus_curtisii
MG_205763_bin_31	SGB569	Mobiluncus_mulieris
GCF_002330215.1_ASM233021v1_genomic	SGB359	Pseudomonas_aeruginosa
MG_205763_bin_39	SGB564	noRef
GCF_003996495.1_ASM399649v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900031465.1_14555_5_5_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002201385.1_ASM220138v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04395120	SGB283	Proteus_mirabilis
SAMN04395122	SGB284	Streptococcus_salivarius
SRR5273937_bin_1	SGB266	Lactobacillus_crispatus
SAMEA104338398	SGB563	Citrobacter_koseri
GCF_001184555.1_ASM118455v1_genomic	SGB511	Haemophilus_influenzae
GCF_000545205.1_Stap_aure_M0910_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000597545.1_Stap_aure_UCIM6049_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3893641	SGB603	Enterococcus_faecium
SAMEA3893643	SGB603	Enterococcus_faecium
SAMN08801587	SGB401	Listeria_monocytogenes
GCF_001037265.1_ASM103726v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN10248968	SGB603	Enterococcus_faecium
SAMN03277688	SGB401	Listeria_monocytogenes
GCA_000433575.1_MGS21_genomic	SGB280	Bacteroides_caccae
01541192_bin_1	SGB416	Atopobium_vaginae
SAMN03277682	SGB401	Listeria_monocytogenes
SAMN03277683	SGB401	Listeria_monocytogenes
SAMN03277684	SGB401	Listeria_monocytogenes
SAMN03277685	SGB401	Listeria_monocytogenes
f6_bin_1	SGB521	Lactobacillus_iners
01541192_bin_7	SGB137	Gardnerella_vaginalis
SAMN05003791	SGB560	Lactobacillus_salivarius
SAMN05003793	SGB560	Lactobacillus_salivarius
SAMN05003792	SGB560	Lactobacillus_salivarius
SAMN05003795	SGB560	Lactobacillus_salivarius
SAMN05003794	SGB560	Lactobacillus_salivarius
SAMN05003796	SGB560	Lactobacillus_salivarius
SAMN05003799	SGB560	Lactobacillus_salivarius
GCF_900201595.1_R093_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04011435	SGB184	Citrobacter_freundii
GCF_000790155.1_AZPAE14864_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001993215.1_ASM199321v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_003355275.1_ASM335527v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02595364	SGB513	Neisseria_gonorrhoeae
SAMEA1398275	SGB414	Chlamydia_trachomatis
SAMN02595363	SGB603	Enterococcus_faecium
SRR6748192_bin_5	SGB521	Lactobacillus_iners
SRR6748192_bin_7	SGB061	Prevotella_bivia
SAMN02400164	SGB401	Listeria_monocytogenes
GCF_001071265.1_ASM107126v1_genomic	SGB343	Burkholderia_cenocepacia
SRR6748192_bin_2	SGB400	noRef
SAMN02400169	SGB401	Listeria_monocytogenes
SRR6748192_bin_8	SGB398	Anaerococcus_prevotii
SAMN05185389	SGB095	Cutibacterium_acnes
GCF_000551005.1_Stap_aure_M0013_V1_genomic	SGB185	Staphylococcus_aureus
SAMN06111314	SGB603	Enterococcus_faecium
GCF_003843365.1_INS-Nm995_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000958205.1_ASM95820v1_genomic	SGB399	Enterobacter_cloacae
GCF_900075185.1_12045_5_63_genomic	SGB238	Enterobacter_cloacae
GCF_000463315.1_B_cell_WH2_1.0_genomic	SGB396	Bacteroides_cellulosilyticus
GCF_900203385.1_22420_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001304675.1_ASM130467v1_genomic	SGB127	Serratia_rubidaea
GCA_002885155.1_ASM288515v1_genomic	SGB056	Akkermansia_muciniphila
GCF_002866785.1_ASM286678v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002236985.1_ASM223698v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001540085.1_12082_5_40_genomic	SGB597	Serratia_ureilytica
SAMN09631739	SGB397	Streptococcus_mitis
MG_205081_bin_8	SGB346	noRef
MG_205081_bin_1	SGB521	Lactobacillus_iners
MG_205081_bin_5	SGB394	noRef
MG_205081_bin_4	SGB519	Aerococcus_christensenii
GCF_900457005.1_59449_G02_genomic	SGB395	Serratia_quinivorans
GCF_001374315.1_292_15_321Ga_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
SAMN05150778	SGB392	Treponema_pallidum
SAMN05150777	SGB392	Treponema_pallidum
MG_4007801349_bin_1	SGB521	Lactobacillus_iners
GCF_000539995.1_Stap_aure_SJOS6022_V1_genomic	SGB185	Staphylococcus_aureus
0795_578_1_1_MRSIHK8_S787-bin_1	SGB393	Prevotella_disiens
SAMN10754256	SGB344	Bacillus_subtilis
GCF_900022335.1_14355_4_20_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000794995.1_AZPAE14809_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02470843	SGB376	Streptococcus_mitis
SAMN02470846	SGB447	Streptococcus_mitis
GCA_000763925	SGB486	Klebsiella_pneumoniae
SAMN02470848	SGB345	Streptococcus_mitis
C0083B3	SGB464	Peptoniphilus_lacrimalis
GCF_001180405.1_P4_London_1_VIM_2_10_07_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000481225.1_Pseu_aeru_BWH024_V1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001547955.1_ASM154795v1_genomic	SGB359	Pseudomonas_aeruginosa
C0002B3	SGB374	Lactobacillus_vaginalis
SAMN07267280	SGB373	Lactobacillus_pentosus
SAMN02951916	SGB184	Citrobacter_freundii
SAMN02951917	SGB344	Bacillus_subtilis
SAMN03197920	SGB603	Enterococcus_faecium
GCF_000603185.1_Stap_aure_H88188_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000544465.1_Stap_aure_M0850_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000551445.1_Stap_aure_M0046_V1_genomic	SGB185	Staphylococcus_aureus
GCF_006711145.1_ASM671114v1_genomic	SGB597	Serratia_ureilytica
SAMEA1407089	SGB598	Streptococcus_pyogenes
SAMEA1407088	SGB598	Streptococcus_pyogenes
SAMEA1407081	SGB598	Streptococcus_pyogenes
SAMEA1407080	SGB598	Streptococcus_pyogenes
SAMEA1407083	SGB598	Streptococcus_pyogenes
SAMEA1407082	SGB598	Streptococcus_pyogenes
SAMEA1407085	SGB598	Streptococcus_pyogenes
SAMEA1407084	SGB598	Streptococcus_pyogenes
SAMEA1407087	SGB598	Streptococcus_pyogenes
GCF_003799995.1_ASM379999v1_genomic	SGB513	Neisseria_gonorrhoeae
MG_198301_bin_3	SGB245	Megasphaera_sp
MG_198301_bin_2	SGB380	Sneathia_amnii
MG_198301_bin_1	SGB379	noRef
MG_198301_bin_7	SGB378	noRef
MG_198301_bin_6	SGB377	noRef
GCF_000160195.1_ASM16019v1_genomic	SGB185	Staphylococcus_aureus
SAMN03785819	SGB242	Bifidobacterium_longum
SAMN03785818	SGB242	Bifidobacterium_longum
GCF_000248655.1_ASM24865v2_genomic	SGB185	Staphylococcus_aureus
SAMN02567633	SGB598	Streptococcus_pyogenes
GCF_000442155.1_2425.1_genomic	SGB411	Streptococcus_oralis
GCF_900022405.1_14355_7_64_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003492255.1_ASM349225v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN00993291	SGB481	Staphylococcus_epidermidis
GCF_004127215.1_ASM412721v1_genomic	SGB361	Streptococcus_mitis
SAMN04387840	SGB401	Listeria_monocytogenes
GCF_001374775.1_229_12_5Pc_5_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002242855.1_ASM224285v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002136275.1_ASM213627v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN03895993	SGB408	Staphylococcus_hominis
GCF_900076955.1_12045_4_27_genomic	SGB238	Enterobacter_cloacae
MG_185347_bin_2	SGB569	Mobiluncus_mulieris
GCF_000833745.1_ASM83374v1_genomic	SGB511	Haemophilus_influenzae
GCF_000530705.1_Stap_aure_M0311_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002987705.1_ASM298770v1_genomic	SGB511	Haemophilus_influenzae
GCF_001991915.1_ASM199191v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_004326135.1_ASM432613v1_genomic	SGB597	Serratia_ureilytica
SAMN04046447	SGB401	Listeria_monocytogenes
SAMEA864245	SGB598	Streptococcus_pyogenes
SAMEA864246	SGB598	Streptococcus_pyogenes
GCF_001451535.1_WH-SGI-V-07427_genomic	SGB359	Pseudomonas_aeruginosa
SAMN03339563	SGB513	Neisseria_gonorrhoeae
GCF_000539835.1_Stap_aure_AMMC6014_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05371063	SGB563	Citrobacter_koseri
GCF_000550905.1_Stap_aure_M0008_V1_genomic	SGB185	Staphylococcus_aureus
ERR2244522_bin_1	SGB521	Lactobacillus_iners
GCF_900200625.1_B232_genomic	SGB513	Neisseria_gonorrhoeae
GCF_008329455.1_ASM832945v1_genomic	SGB360	Bacteroides_thetaiotaomicron
GCA_001746265.2_ASM174626v2_genomic	SGB200	Lactobacillus_helveticus
GCF_003798895.1_ASM379889v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900202545.1_R814_genomic	SGB513	Neisseria_gonorrhoeae
GCA_003470035.1_ASM347003v1_genomic	SGB201	Roseburia_inulinivorans
GCF_000604585.1_Stap_aure_F12915_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002250035.1_ASM225003v1_genomic	SGB391	Lactobacillus_sakei
SAMEA3139103	SGB481	Staphylococcus_epidermidis
GCF_000525485.1_Stap_aure_DAR5866_V1_genomic	SGB185	Staphylococcus_aureus
GCF_006842785.1_ASM684278v1_genomic	SGB597	Serratia_ureilytica
GCF_900030965.1_14355_5_20_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000572645.1_Stap_aure_SJOS6145_V1_genomic	SGB185	Staphylococcus_aureus
MG_178903_bin_14	SGB081	noRef
GCF_000575265.1_Stap_aure_M1168_V1_genomic	SGB185	Staphylococcus_aureus
MG_178903_bin_12	SGB520	Finegoldia_magna
SAMN04599967	SGB401	Listeria_monocytogenes
SAMN04599966	SGB401	Listeria_monocytogenes
GCF_002330165.1_ASM233016v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04599964	SGB401	Listeria_monocytogenes
SAMN04599963	SGB401	Listeria_monocytogenes
SAMN04599962	SGB401	Listeria_monocytogenes
SAMN04599961	SGB401	Listeria_monocytogenes
SAMN04599960	SGB401	Listeria_monocytogenes
GCA_000434895.1_MGS287_genomic	SGB203	Phascolarctobacterium_succinatutens
GCF_900204465.1_22939_genomic	SGB513	Neisseria_gonorrhoeae
GCF_006228165.1_ASM622816v1_genomic	SGB399	Enterobacter_cloacae
SAMN10458461	SGB281	Streptococcus_anginosus
GCF_000569555.1_Stap_aure_T44834_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000570415.1_Stap_aure_W81816_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000544105.1_Stap_aure_M0818_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000543285.1_Stap_aure_OCMM6129_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000533555.1_Stap_aure_M0277_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00189118	SGB123	Listeria_monocytogenes
SAMN00189116	SGB123	Listeria_monocytogenes
SAMN00189115	SGB123	Listeria_monocytogenes
SAMN00189114	SGB123	Listeria_monocytogenes
SAMN00189113	SGB123	Listeria_monocytogenes
SAMN00189112	SGB123	Listeria_monocytogenes
SAMN00189111	SGB123	Listeria_monocytogenes
SAMN00189110	SGB123	Listeria_monocytogenes
GCF_000606245.1_Stap_aure_F48422_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000562975.1_Stap_aure_T16117_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03197578	SGB197	Mycoplasma_hominis
SAMN03197575	SGB481	Staphylococcus_epidermidis
SAMN03197577	SGB481	Staphylococcus_epidermidis
SAMN03197571	SGB348	Streptococcus_mitis
GCF_002785915.1_ASM278591v1_genomic	SGB399	Enterobacter_cloacae
GCF_000535315.1_Stap_aure_M0959_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000363625.1_Stap_aure_M1520_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002220635.1_ASM222063v1_genomic	SGB597	Serratia_ureilytica
GCF_001034755.1_ASM103475v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001349115.1_6714_4_24_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA1523444	SGB598	Streptococcus_pyogenes
SAMEA1035113	SGB409	Staphylococcus_haemolyticus
SAMEA1035110	SGB409	Staphylococcus_haemolyticus
SAMEA1035111	SGB409	Staphylococcus_haemolyticus
SAMEA1523440	SGB598	Streptococcus_pyogenes
SAMEA1035117	SGB409	Staphylococcus_haemolyticus
SAMEA1035114	SGB409	Staphylococcus_haemolyticus
SAMEA1035115	SGB409	Staphylococcus_haemolyticus
SAMEA1035118	SGB409	Staphylococcus_haemolyticus
SAMEA1035119	SGB409	Staphylococcus_haemolyticus
SAMEA1523448	SGB598	Streptococcus_pyogenes
GCF_000361185.1_Stap_aure_M0450_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000575905.1_Stap_aure_M1117_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000824165.1_LES_CF_sputum_CF03_contigs_25_a1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000537435.1_Stap_aure_FVRH6001_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002989465.1_ASM298946v1_genomic	SGB511	Haemophilus_influenzae
SAMN00189243	SGB095	Cutibacterium_acnes
C0127B5	SGB198	Lactobacillus_jensenii
C0127B3	SGB198	Lactobacillus_jensenii
C0127B1	SGB266	Lactobacillus_crispatus
GCF_000561125.1_Stap_aure_T62854_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA1695455	SGB598	Streptococcus_pyogenes
SAMEA1677414	SGB513	Neisseria_gonorrhoeae
SAMEA1677412	SGB513	Neisseria_gonorrhoeae
SAMEA1677411	SGB513	Neisseria_gonorrhoeae
SAMEA1677410	SGB513	Neisseria_gonorrhoeae
SAMEA1695453	SGB598	Streptococcus_pyogenes
SAMEA1677419	SGB513	Neisseria_gonorrhoeae
MG_226769_bin_2	SGB404	Bifidobacterium_breve
SAMN10492056	SGB601	Streptococcus_agalactiae
SAMN02603328	SGB402	Lactobacillus_rhamnosus
SAMN04313475	SGB409	Staphylococcus_haemolyticus
SAMEA1695451	SGB598	Streptococcus_pyogenes
0795_578_1_1_LKV8_S441-bin_1	SGB492	noRef
GCF_000481265.1_Pseu_aeru_BWH022_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN00189244	SGB095	Cutibacterium_acnes
GCF_000789995.1_AZPAE14857_genomic	SGB359	Pseudomonas_aeruginosa
SRR6747989_bin_1	SGB266	Lactobacillus_crispatus
GCF_900202625.1_R822_genomic	SGB513	Neisseria_gonorrhoeae
d9_bin_2	SGB380	Sneathia_amnii
GCF_003463375.1_ASM346337v1_genomic	SGB199	Bacteroides_uniformis
GCF_001452285.1_WH-SGI-V-07644_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900203865.1_22520_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000403175.1_Bact_unif_dnLKV2_V1_genomic	SGB199	Bacteroides_uniformis
SAMN02463757	SGB408	Staphylococcus_hominis
GCF_001064905.1_ASM106490v1_genomic	SGB359	Pseudomonas_aeruginosa
SRR6747981_bin_1	SGB266	Lactobacillus_crispatus
GCF_000543305.1_Stap_aure_CHAP6022_V1_genomic	SGB185	Staphylococcus_aureus
GCF_004099705.1_ASM409970v1_genomic	SGB488	Pediococcus_acidilactici
GCF_000191345.1_ASM19134v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000528335.1_Stap_aure_M0679_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000539295.1_Stap_aure_SJOS6003_V1_genomic	SGB185	Staphylococcus_aureus
AG9_bin_1	SGB266	Lactobacillus_crispatus
GCF_000214475.1_ASM21447v1_genomic	SGB192	Parvimonas
JKR_P1_05_E01_S677_001-bin_1	SGB266	Lactobacillus_crispatus
GCF_000330685.1_Saureus21282v1.0_genomic	SGB185	Staphylococcus_aureus
SAMN08995139	SGB401	Listeria_monocytogenes
GCF_900289115.1_PRJEB23930_genomic	SGB193	Janibacter
GCF_000536515.1_Stap_aure_PLAC6058_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000386105.2_ASM38610v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900075455.1_11983_6_5_genomic	SGB238	Enterobacter_cloacae
GCF_002088135.1_ASM208813v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMD00092841	SGB513	Neisseria_gonorrhoeae
GCF_000163575.1_ASM16357v1_genomic	SGB185	Staphylococcus_aureus
SAMN04942660	SGB284	Streptococcus_salivarius
GCF_000165575.1_ASM16557v1_genomic	SGB511	Haemophilus_influenzae
GCF_001548335.1_ASM154833v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003854505.1_ASM385450v1_genomic	SGB008	Burkholderia_cenocepacia
GCF_002223805.1_ASM222380v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000360785.1_Stap_aure_M0329_V1_genomic	SGB185	Staphylococcus_aureus
SAMN09273505	SGB603	Enterococcus_faecium
SRR6748219_bin_1	SGB137	Gardnerella_vaginalis
SAMN04605207	SGB481	Staphylococcus_epidermidis
GCF_003460035.1_ASM346003v1_genomic	SGB396	Bacteroides_cellulosilyticus
SAMN08623837	SGB007	Citrobacter_freundii
DZD_CM_29_S797-bin_2	SGB266	Lactobacillus_crispatus
GCF_001991215.1_ASM199121v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_001374075.1_279_15_211Gc_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002071035.1_ASM207103v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900043505.1_14555_5_91_genomic	SGB513	Neisseria_gonorrhoeae
SAMN09843448	SGB122	Bacillus_subtilis
GCF_000481745.1_Pseu_aeru_6077_V1_genomic	SGB359	Pseudomonas_aeruginosa
BE10_bin_1	SGB010	Sneathia_sanguinegens
GCF_000027185.1	SGB491	Streptococcus_gallolyticus
GCF_002329975.1_ASM232997v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN09736998	SGB180	Bacteroides_dorei
SAMN09736996	SGB265	Bifidobacterium_bifidum
SAMN09736997	SGB009	Bifidobacterium_adolescentis
SAMN09736994	SGB009	Bifidobacterium_adolescentis
SAMN03997514	SGB409	Staphylococcus_haemolyticus
SAMEA3893877	SGB603	Enterococcus_faecium
SAMEA3893876	SGB603	Enterococcus_faecium
SAMEA3893875	SGB603	Enterococcus_faecium
SAMEA3893874	SGB603	Enterococcus_faecium
GCF_000797205.1_AZPAE14712_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA3893870	SGB603	Enterococcus_faecium
SAMN10754494	SGB412	Lactococcus_lactis
GCF_001994535.1_ASM199453v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_000797025.1_AZPAE14719_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003458745.1_ASM345874v1_genomic	SGB012	Coprococcus_eutactus
SAMN07981937	SGB603	Enterococcus_faecium
SAMN07981933	SGB603	Enterococcus_faecium
SAMN07981939	SGB603	Enterococcus_faecium
GCF_000555405.1_Stap_aure_M0383_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003627235.1_ASM362723v1_genomic	SGB391	Lactobacillus_sakei
SAMEA3484410	SGB344	Bacillus_subtilis
GCF_000551865.1_Stap_aure_M0083_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA18406918	SGB603	Enterococcus_faecium
SAMN04325048	SGB011	Streptococcus_mitis
GCF_002093515.1_ASM209351v1_genomic	SGB014	Streptococcus_oralis
GCA_003240765.1_ASM324076v1_genomic	SGB013	Acinetobacter_johnsonii
GCF_000559485.1_Stap_aure_S30087_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02584920	SGB413	Prevotella_intermedia
GCF_001554615.1_ASM155461v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000548265.1_Stap_aure_M1397_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000569275.1_Stap_aure_W33563_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000563615.1_Stap_aure_H70826_V1_genomic	SGB185	Staphylococcus_aureus
MG_211656_bin_12	SGB265	Bifidobacterium_bifidum
SAMN02412397	SGB401	Listeria_monocytogenes
GCF_001451705.1_WH-SGI-V-07491_genomic	SGB359	Pseudomonas_aeruginosa
SRR6747967_bin_8	SGB137	Gardnerella_vaginalis
SAMN05771119	SGB401	Listeria_monocytogenes
SAMN05771118	SGB401	Listeria_monocytogenes
SRR6747967_bin_4	SGB519	Aerococcus_christensenii
SRR6747967_bin_5	SGB015	Campylobacter_ureolyticus
SRR6747967_bin_6	SGB464	Peptoniphilus_lacrimalis
SRR6747967_bin_7	SGB197	Mycoplasma_hominis
SRR6747967_bin_1	SGB137	Gardnerella_vaginalis
SRR6747967_bin_3	SGB464	Peptoniphilus_lacrimalis
GCF_001054195.1_ASM105419v1_genomic	SGB441	Corynebacterium_aurimucosum
GCF_002988175.1_ASM298817v1_genomic	SGB511	Haemophilus_influenzae
SAMN10883397	SGB283	Proteus_mirabilis
SAMN10883396	SGB283	Proteus_mirabilis
SAMN08054820	SGB180	Bacteroides_dorei
SAMN10883394	SGB283	Proteus_mirabilis
SAMN10883393	SGB283	Proteus_mirabilis
SAMN10883392	SGB283	Proteus_mirabilis
GCF_000546905.1_Stap_aure_M1066_V1_genomic	SGB185	Staphylococcus_aureus
SAMN10883390	SGB283	Proteus_mirabilis
GCF_003995495.1_ASM399549v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN10883399	SGB283	Proteus_mirabilis
SAMN10883398	SGB283	Proteus_mirabilis
GCF_000596625.1_Stap_aure_T74060_V1_genomic	SGB185	Staphylococcus_aureus
SAMN06929355	SGB513	Neisseria_gonorrhoeae
C0016A2	SGB001	Lactobacillus_gasseri
C0016A1	SGB001	Lactobacillus_gasseri
GCF_000191325.1_ASM19132v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002985855.1_ASM298585v1_genomic	SGB511	Haemophilus_influenzae
GCF_003494345.1_ASM349434v1_genomic	SGB511	Haemophilus_influenzae
GCF_000359885.1_Stap_aure_HI111_V1_genomic	SGB185	Staphylococcus_aureus
