GCF_003469635.1_ASM346963v1_genomic	SGB516
SAMN03197571	SGB348
GCF_002785915.1_ASM278591v1_genomic	SGB399
GCF_000535315.1_Stap_aure_M0959_V1_genomic	SGB185
GCF_000363625.1_Stap_aure_M1520_V1_genomic	SGB185
GCF_002220635.1_ASM222063v1_genomic	SGB597
GCF_001034755.1_ASM103475v1_genomic	SGB359
GCF_001349115.1_6714_4_24_genomic	SGB513
SAMEA1523444	SGB598
SAMEA1035113	SGB409
SAMEA1035110	SGB409
SAMEA1035111	SGB409
SAMEA1523440	SGB598
SAMEA1035117	SGB409
SAMEA1035114	SGB409
SAMEA1035115	SGB409
SAMEA1035118	SGB409
SAMEA1035119	SGB409
SAMEA1523448	SGB598
GCF_000361185.1_Stap_aure_M0450_V1_genomic	SGB185
GCF_000575905.1_Stap_aure_M1117_V1_genomic	SGB185
GCF_000824165.1_LES_CF_sputum_CF03_contigs_25_a1_genomic	SGB359
GCF_000537435.1_Stap_aure_FVRH6001_V1_genomic	SGB185
GCF_002989465.1_ASM298946v1_genomic	SGB511
SAMN00189243	SGB095
C0127B5	SGB198
C0127B3	SGB198
C0127B1	SGB266
GCF_000561125.1_Stap_aure_T62854_V1_genomic	SGB185
SAMEA1695455	SGB598
SAMEA1677414	SGB513
SAMEA1677412	SGB513
SAMEA1677411	SGB513
SAMEA1677410	SGB513
SAMEA1695453	SGB598
SAMEA1677419	SGB513
MG_226769_bin_2	SGB404
SAMN10492056	SGB601
SAMN02603328	SGB402
SAMN04313475	SGB409
SAMEA1695451	SGB598
0795_578_1_1_LKV8_S441-bin_1	SGB492
GCF_000481265.1_Pseu_aeru_BWH022_V1_genomic	SGB359
SAMN00189244	SGB095
GCF_000789995.1_AZPAE14857_genomic	SGB359
SRR6747989_bin_1	SGB266
GCF_900202625.1_R822_genomic	SGB513
d9_bin_2	SGB380
GCF_003463375.1_ASM346337v1_genomic	SGB199
GCF_001452285.1_WH-SGI-V-07644_genomic	SGB359
GCF_900203865.1_22520_genomic	SGB513
GCF_000403175.1_Bact_unif_dnLKV2_V1_genomic	SGB199
SAMN02463757	SGB408
GCF_001064905.1_ASM106490v1_genomic	SGB359
SRR6747981_bin_1	SGB266
GCF_000543305.1_Stap_aure_CHAP6022_V1_genomic	SGB185
GCF_004099705.1_ASM409970v1_genomic	SGB488
GCF_000191345.1_ASM19134v2_genomic	SGB513
GCF_000528335.1_Stap_aure_M0679_V1_genomic	SGB185
GCF_000539295.1_Stap_aure_SJOS6003_V1_genomic	SGB185
AG9_bin_1	SGB266
GCF_000214475.1_ASM21447v1_genomic	SGB192
JKR_P1_05_E01_S677_001-bin_1	SGB266
GCF_000330685.1_Saureus21282v1.0_genomic	SGB185
SAMN08995139	SGB401
GCF_900289115.1_PRJEB23930_genomic	SGB193
GCF_000536515.1_Stap_aure_PLAC6058_V1_genomic	SGB185
GCF_000386105.2_ASM38610v2_genomic	SGB513
GCF_900075455.1_11983_6_5_genomic	SGB238
GCF_002088135.1_ASM208813v1_genomic	SGB359
SAMD00092841	SGB513
GCF_000163575.1_ASM16357v1_genomic	SGB185
SAMN04942660	SGB284
GCF_000165575.1_ASM16557v1_genomic	SGB511
GCF_001548335.1_ASM154833v1_genomic	SGB359
GCF_003854505.1_ASM385450v1_genomic	SGB008
GCF_002223805.1_ASM222380v1_genomic	SGB359
GCF_000360785.1_Stap_aure_M0329_V1_genomic	SGB185
SAMN09273505	SGB603
SRR6748219_bin_1	SGB137
SAMN04605207	SGB481
GCF_003460035.1_ASM346003v1_genomic	SGB396
SAMN08623837	SGB007
DZD_CM_29_S797-bin_2	SGB266
GCF_001991215.1_ASM199121v1_genomic	SGB343
GCF_001374075.1_279_15_211Gc_contigs_500_genomic	SGB359
GCF_002071035.1_ASM207103v1_genomic	SGB513
GCF_900043505.1_14555_5_91_genomic	SGB513
SAMN09843448	SGB122
GCF_000481745.1_Pseu_aeru_6077_V1_genomic	SGB359
BE10_bin_1	SGB010
GCF_000027185.1	SGB491
GCF_002329975.1_ASM232997v1_genomic	SGB359
SAMN09736998	SGB180
SAMN09736996	SGB265
SAMN09736997	SGB009
SAMN09736994	SGB009
SAMN03997514	SGB409
SAMEA3893877	SGB603
SAMEA3893876	SGB603
SAMEA3893875	SGB603
SAMEA3893874	SGB603
GCF_000797205.1_AZPAE14712_genomic	SGB359
SAMEA3893870	SGB603
SAMN10754494	SGB412
GCF_001994535.1_ASM199453v1_genomic	SGB343
GCF_000797025.1_AZPAE14719_genomic	SGB359
GCF_003458745.1_ASM345874v1_genomic	SGB012
SAMN07981937	SGB603
SAMN07981933	SGB603
SAMN07981939	SGB603
GCF_000555405.1_Stap_aure_M0383_V1_genomic	SGB185
GCF_003627235.1_ASM362723v1_genomic	SGB391
SAMEA3484410	SGB344
GCF_000551865.1_Stap_aure_M0083_V1_genomic	SGB185
SAMEA18406918	SGB603
SAMN04325048	SGB011
GCF_002093515.1_ASM209351v1_genomic	SGB014
GCA_003240765.1_ASM324076v1_genomic	SGB013
GCF_000559485.1_Stap_aure_S30087_V1_genomic	SGB185
SAMN02584920	SGB413
GCF_001554615.1_ASM155461v1_genomic	SGB359
GCF_000548265.1_Stap_aure_M1397_V1_genomic	SGB185
GCF_000569275.1_Stap_aure_W33563_V1_genomic	SGB185
GCF_000563615.1_Stap_aure_H70826_V1_genomic	SGB185
MG_211656_bin_12	SGB265
SAMN02412397	SGB401
GCF_001451705.1_WH-SGI-V-07491_genomic	SGB359
SRR6747967_bin_8	SGB137
SAMN05771119	SGB401
SAMN05771118	SGB401
SRR6747967_bin_4	SGB519
SRR6747967_bin_5	SGB015
SRR6747967_bin_6	SGB464
SRR6747967_bin_7	SGB197
SRR6747967_bin_1	SGB137
SRR6747967_bin_3	SGB464
GCF_001054195.1_ASM105419v1_genomic	SGB441
GCF_002988175.1_ASM298817v1_genomic	SGB511
SAMN10883397	SGB283
SAMN10883396	SGB283
SAMN08054820	SGB180
SAMN10883394	SGB283
SAMN10883393	SGB283
SAMN10883392	SGB283
GCF_000546905.1_Stap_aure_M1066_V1_genomic	SGB185
SAMN10883390	SGB283
GCF_003995495.1_ASM399549v1_genomic	SGB513
SAMN10883399	SGB283
SAMN10883398	SGB283
GCF_000596625.1_Stap_aure_T74060_V1_genomic	SGB185
SAMN06929355	SGB513
C0016A2	SGB001
C0016A1	SGB001
GCF_000191325.1_ASM19132v2_genomic	SGB513
GCF_002985855.1_ASM298585v1_genomic	SGB511
GCF_003494345.1_ASM349434v1_genomic	SGB511
GCF_000359885.1_Stap_aure_HI111_V1_genomic	SGB185
SAMN02436406	SGB481
GCF_900076035.1_11983_6_76_genomic	SGB238
GCF_001994285.1_ASM199428v1_genomic	SGB343
SAMN02436405	SGB598
SAMN02436402	SGB598
GCF_001404475.1_13414_6_24_genomic	SGB517
GCF_003433075.1_ASM343307v1_genomic	SGB513
CM_H02_S784-bin_1	SGB266
GCF_900029025.1_14355_5_59_genomic	SGB513
GCF_001163625.1_6714_2_20_genomic	SGB513
GCF_000564795.1_Stap_aure_W88555_V1_genomic	SGB185
GCF_000574945.1_Stap_aure_M1203_V1_genomic	SGB185
ZM2_bin_3	SGB185
SAMN10644707	SGB184
SAMN10644706	SGB184
ZM2_bin_2	SGB359
SAMN10644703	SGB184
SAMN10644700	SGB184
SAMN10644708	SGB184
GCF_000601585.1_Stap_aure_F19490_V1_genomic	SGB185
GCF_002330095.1_ASM233009v1_genomic	SGB359
GCF_003459005.1_ASM345900v1_genomic	SGB286
SAMEA72835168	SGB401
GCF_900475275.1_42685_F01_genomic	SGB490
GCF_002985525.1_ASM298552v1_genomic	SGB511
GCF_000543865.1_Stap_aure_M0801_V1_genomic	SGB185
GCF_003995655.1_ASM399565v1_genomic	SGB513
GCF_900201625.1_R192_genomic	SGB513
GCF_001540245.1_12082_3_22_genomic	SGB597
GCF_000605085.1_Stap_aure_H43690_V1_genomic	SGB185
GCF_000191465.1_ASM19146v1_genomic	SGB513
GCF_900022455.1_14555_6_25_genomic	SGB513
SAMN04481619	SGB601
SAMN04481618	SGB601
SAMN04481617	SGB601
SAMN04481616	SGB601
GCF_000577105.1_Stap_aure_H44713_V1_genomic	SGB185
SAMN04481612	SGB601
SAMN04481611	SGB601
SAMN04481610	SGB601
SAMN03198133	SGB481
SAMN03198134	SGB481
SAMN03198136	SGB481
SAMN03198138	SGB481
GCF_003471545.1_ASM347154v1_genomic	SGB199
GCF_900030955.1_14355_5_3_genomic	SGB513
SAMN03277723	SGB401
SAMN03277722	SGB401
GCF_003175015.1_ASM317501v1_genomic	SGB057
SAMN03277720	SGB401
SAMN03277727	SGB401
SAMN03277726	SGB401
SAMN03277725	SGB401
SAMN03277724	SGB401
SAMN03277729	SGB401
SAMN03277728	SGB401
GCF_000595705.1_Stap_aure_DAR5826_V1_genomic	SGB185
GCF_001992205.1_ASM199220v1_genomic	SGB343
SRS052620_bin_1	SGB001
MG_211592_bin_4	SGB061
GCF_001554575.1_ASM155457v1_genomic	SGB359
GCF_000525465.1_Stap_aure_DAR5876_V1_genomic	SGB185
SAMN04634000	SGB603
SAMN04634003	SGB603
SAMN04634004	SGB407
SAMN04634005	SGB603
SAMN04634008	SGB603
SAMEA1324143	SGB598
SAMEA1324147	SGB598
SAMEA1324145	SGB598
SAMEA3919133	SGB598
SAMEA3919132	SGB598
SAMN06644708	SGB444
SAMEA3919130	SGB598
SAMEA3919137	SGB598
SAMEA3919136	SGB598
SAMEA3919135	SGB598
SAMEA3919134	SGB598
SAMN06644706	SGB444
SAMN06644707	SGB444
SAMN06644704	SGB444
SAMN06644705	SGB444
GCF_002000885.1_ASM200088v1_genomic	SGB054
GCF_000576835.1_Stap_aure_F80354_V1_genomic	SGB185
GCA_003467175.1_ASM346717v1_genomic	SGB442
SAMN09769777	SGB443
GCF_000722845.1_ASM72284v1_genomic	SGB487
SAMN04599919	SGB401
GCF_000602485.1_Stap_aure_M20726_V1_genomic	SGB185
SAMN04958388	SGB401
SAMN04901710	SGB283
SAMN04958380	SGB401
SAMN04958381	SGB401
SAMN04958382	SGB401
SAMN04958383	SGB401
SAMN04958384	SGB401
SAMN04958385	SGB401
SAMN04958386	SGB401
SAMN04958387	SGB401
GCF_000575785.1_Stap_aure_M1128_V1_genomic	SGB185
GCF_003496285.1_ASM349628v1_genomic	SGB513
GCF_001112805.1_6714_3_3_genomic	SGB513
GCF_000561225.1_Stap_aure_F62010_V1_genomic	SGB185
GCF_000538355.1_Stap_aure_HOAG6054_V1_genomic	SGB185
SAMN02603126	SGB481
SAMN02436897	SGB601
SAMN02436896	SGB601
GCF_900032535.1_14555_5_19_genomic	SGB513
GCF_001949825.1_ASM194982v1_genomic	SGB511
SAMN02436899	SGB601
SAMN02436898	SGB601
SAMN01774136	SGB601
SAMN01774137	SGB601
SAMN01774134	SGB601
SAMN01774135	SGB601
SAMN01774132	SGB601
SAMN01774133	SGB601
SAMN01774131	SGB601
SAMEA3138244	SGB445
GCF_003466885.1_ASM346688v1_genomic	SGB199
SAMN01774138	SGB601
SAMN01774139	SGB601
GCF_900459445.1_44927_G01_genomic	SGB446
SAMN02603691	SGB414
SAMN02603693	SGB414
SAMN02603692	SGB414
SAMN02603695	SGB414
SAMN02603694	SGB414
SAMN02603697	SGB414
SAMN02603696	SGB414
SAMN02603699	SGB414
SAMN02603698	SGB414
GCA_900086505	SGB486
GCF_000594005.1_Stap_aure_H81885_V1_genomic	SGB185
GCF_001061195.1_ASM106119v1_genomic	SGB597
GCF_002021645.1_ASM202164v1_genomic	SGB359
SAMN03018620	SGB519
GCF_900112565.1_IMG-taxon_2599185152_annotated_assembly_genomic	SGB491
GCF_002845765.1_ASM284576v1_genomic	SGB513
GCF_000559205.1_Stap_aure_M81490_V1_genomic	SGB185
GCF_002253765.1_ASM225376v1_genomic	SGB057
SRR6747956_bin_2	SGB266
SRR6747956_bin_3	SGB266
C0001D5	SGB061
C0001D4	SGB061
GCF_000544245.1_Stap_aure_M0833_V1_genomic	SGB185
SAMEA1031497	SGB601
SAMEA1031496	SGB601
SAMEA1031495	SGB601
SAMEA1031494	SGB601
SAMEA1031493	SGB601
SAMEA1031492	SGB601
SAMEA1031491	SGB601
GCF_000545945.1_Stap_aure_M0970_V1_genomic	SGB185
GCF_003467035.1_ASM346703v1_genomic	SGB176
SAMEA1031499	SGB601
SAMEA1031498	SGB601
GCF_001991135.1_ASM199113v1_genomic	SGB343
SAMN02435817	SGB348
SAMN04589099	SGB408
SAMN07511412	SGB455
SAMN03396976	SGB602
GCF_003203075.1_ASM320307v1_genomic	SGB511
GCF_900201815.1_R286_genomic	SGB513
SAMN03733741	SGB184
SAMN03462213	SGB401
SAMN03462212	SGB401
SAMN03462211	SGB401
SAMN03462210	SGB401
SAMN03462214	SGB401
GCF_003414955.1_ASM341495v1_genomic	SGB511
SAMN09734823	SGB599
SAMN09734826	SGB242
SAMN02990445	SGB401
SAMN02990444	SGB401
SAMN02990447	SGB401
GCA_000149165.2_ASM14916v1_genomic	SGB175
SAMN09435117	SGB603
GCA_000015385.1_ASM1538v1_genomic	SGB200
SAMN06368651	SGB242
SAMN02463954	SGB248
SAMN02463952	SGB248
GCF_900038065.1_14412_4_33_genomic	SGB511
SAMN06173147	SGB174
SAMN06173146	SGB174
SAMN06173145	SGB173
SAMN06173144	SGB174
SAMN06173143	SGB174
SAMN06173149	SGB174
SAMN06173148	SGB174
GCF_000537535.1_Stap_aure_CHOC6045_V1_genomic	SGB185
GCF_000550545.1_Stap_aure_M1538_V1_genomic	SGB185
GCF_003493805.1_ASM349380v1_genomic	SGB513
GCF_002117225.1_ASM211722v1_genomic	SGB178
GCF_000605025.1_Stap_aure_H22632_V1_genomic	SGB185
GCF_003800455.1_ASM380045v1_genomic	SGB513
GCA_000567785	SGB486
GCF_000603085.1_Stap_aure_F64891_V1_genomic	SGB185
GCF_000605005.1_Stap_aure_H19392_V1_genomic	SGB185
GCF_000569315.1_Stap_aure_W23225_V1_genomic	SGB185
GCF_004347595.1_ASM434759v1_genomic	SGB180
GCF_000465255.1_ASM46525v1_genomic	SGB511
0421_295_1_2_MRS7_S445-bin_1	SGB266
GCF_001120145.1_6714_4_11_genomic	SGB513
GCF_003691635.1_ASM369163v1_genomic	SGB511
GCF_000569335.1_Stap_aure_W23214_V1_genomic	SGB185
GCF_000579715.1_Stap_aure_M59248_V1_genomic	SGB185
GCF_001035885.1_ASM103588v1_genomic	SGB359
GCF_003798835.1_ASM379883v1_genomic	SGB513
SAMN04014465	SGB137
GCF_001034745.1_ASM103474v1_genomic	SGB359
SAMN04931506	SGB284
GCF_001069315.1_ASM106931v1_genomic	SGB359
GCF_900518955.1_NIG-Sm-6-18_genomic	SGB597
SAMN00993648	SGB481
SAMN03253388	SGB401
SAMN03253386	SGB401
SAMN03253382	SGB401
SAMN03253380	SGB401
SAMN03197308	SGB409
SAMN03197306	SGB283
GCF_900201405.1_B394_genomic	SGB513
GCF_002326325.1_ASM232632v1_genomic	SGB359
SAMN03197300	SGB481
GCF_000579835.1_Stap_aure_T22051_V1_genomic	SGB185
0861_630_1_1_MRSIHK5_S783-bin_1	SGB281
GCF_002986695.1_ASM298669v1_genomic	SGB511
GCF_000548665.1_Stap_aure_M1423_V1_genomic	SGB185
GCF_002991265.1_ASM299126v1_genomic	SGB511
GCA_900173775	SGB486
SAMN04041661	SGB401
GCF_000361985.1_Stap_aure_M0792_V1_genomic	SGB185
GCF_000532155.1_Stap_aure_M0938_V1_genomic	SGB185
GCF_000535175.1_Stap_aure_M0888_V1_genomic	SGB185
GCF_000791905.1_AZPAE14965_genomic	SGB359
GCF_000572625.1_Stap_aure_KINW6025_V1_genomic	SGB185
GCF_002318235.1_ASM231823v1_genomic	SGB513
GCF_000579195.1_Stap_aure_F16106_V1_genomic	SGB185
SAMN03950349	SGB601
SAMN03950348	SGB601
SAMEA2272048	SGB414
GCF_000362665.1_Stap_aure_M1068_V1_genomic	SGB185
C0124A4	SGB266
C0124A5	SGB266
C0124A1	SGB266
GCF_000557465.1_Stap_aure_M0558_V1_genomic	SGB185
C0124A3	SGB266
SAMN05860611	SGB172
BB2_bin_1	SGB467
SAMEA3893478	SGB603
SAMN05912983	SGB598
GCF_000541135.1_Stap_aure_COAS6059_V1_genomic	SGB185
SAMEA3893476	SGB603
SAMEA3893474	SGB603
SAMN10743314	SGB344
GCF_000573545.1_Stap_aure_M1303_V1_genomic	SGB185
SAMN09398936	SGB602
SAMEA2272593	SGB197
SRR6747946_bin_1	SGB521
GCF_001991715.1_ASM199171v1_genomic	SGB343
SAMN04940123	SGB481
GCF_900202875.1_R914_genomic	SGB513
SAMN10769286	SGB598
GCF_008631235.1_ASM863123v1_genomic	SGB399
SAMN02850965	SGB171
GCF_001181385.1_P47_London_12_VIM_2_12_12_genomic	SGB359
SAMN02265448	SGB401
SAMN02265444	SGB401
SAMN02265446	SGB401
SAMN02265443	SGB401
GCF_001454485.1_WH-SGI-V-07324_genomic	SGB359
SAMEA1035143	SGB409
GCF_000479025.1_ASM47902v1_genomic	SGB170
GCF_000545185.1_Stap_aure_M0909_V1_genomic	SGB185
GCF_001449275.1_WH-SGI-V-07071_genomic	SGB359
GCF_000548045.1_Stap_aure_M1378_V1_genomic	SGB185
GCF_000743395.1_SAS_1_genomic	SGB597
SAMEA1523412	SGB598
SAMEA72807418	SGB401
GCF_003064585.1_ASM306458v1_genomic	SGB057
GCF_003799195.1_ASM379919v1_genomic	SGB513
SAMN09074953	SGB344
GCF_000539055.1_Stap_aure_AMMC6075_V1_genomic	SGB185
GCF_003458585.1_ASM345858v1_genomic	SGB360
GCF_000791345.1_AZPAE14943_genomic	SGB359
GCF_001063145.1_ASM106314v1_genomic	SGB597
GCF_000931605.1_ASM93160v1_genomic	SGB511
SAMN09112352	SGB053
GCF_900204795.1_23388_genomic	SGB513
GCF_000247275.1_ASM24727v2_genomic	SGB185
GCF_003490465.1_ASM349046v1_genomic	SGB513
SAMN09736569	SGB180
GCF_902374375.1_MGYG-HGUT-01364_genomic	SGB169
SAMN03988128	SGB598
SAMN03988129	SGB598
SAMN03988126	SGB598
GCF_000534855.1_Saureus300-169_genomic	SGB185
SAMN03988122	SGB598
SAMN03988123	SGB598
SAMN03988120	SGB598
SAMN03988121	SGB598
MG_4004001329_bin_45	SGB393
SAMN00116813	SGB168
GCF_000481505.1_Pseu_aeru_BWH010_V1_genomic	SGB359
MG_4004001329_bin_41	SGB167
MG_4004001329_bin_40	SGB061
MG_4004001329_bin_42	SGB588
GCF_000575825.1_Stap_aure_M1124_V1_genomic	SGB185
GCF_001994205.1_ASM199420v1_genomic	SGB343
MG_4004001329_bin_49	SGB481
GCF_000549785.1_Stap_aure_M1365_V1_genomic	SGB185
SAMN02604074	SGB095
GCF_000564735.1_Stap_aure_W85432_V1_genomic	SGB185
SAMD00011592	SGB589
GCA_000738305.1_Cj38002_genomic	SGB493
GCF_001538885.1_12082_3_32_genomic	SGB597
GCF_000360545.1_Stap_aure_M0240_V1_genomic	SGB185
SAMN10273305	SGB603
GCF_000633555.1_ASM63355v1_genomic	SGB590
GCF_000575005.1_Stap_aure_M1197_V1_genomic	SGB185
GCF_001539445.1_12082_3_62_genomic	SGB597
GCF_000556785.1_Stap_aure_M0506_V1_genomic	SGB185
SAMN06544785	SGB344
CM_H2-2_bin_1	SGB266
GCF_000537955.1_Stap_aure_LAMC0024_V1_genomic	SGB185
FC13_bin_1	SGB137
FC13_bin_2	SGB467
FC13_bin_3	SGB467
FC13_bin_4	SGB504
FC13_bin_5	SGB245
GCF_000270145.1	SGB491
GCF_000604945.1_Stap_aure_F80972_V1_genomic	SGB185
SAMN04530875	SGB401
SAMN04530877	SGB401
GCF_001349155.1_6714_4_21_genomic	SGB513
SAMN04530871	SGB401
GCF_002188645.1_ASM218864v1_genomic	SGB359
SAMN04530878	SGB401
SAMN04530879	SGB401
GCF_001181505.1_E7_London_9_VIM_2_02_13_genomic	SGB359
GCF_900201615.1_R131_genomic	SGB513
GCF_003434015.1_ASM343401v1_genomic	SGB591
SAMN09074949	SGB122
SAMEA3649028	SGB598
GCF_000533755.1_Stap_aure_M0389_V1_genomic	SGB185
MG_177947_bin_30	SGB246
GCF_000579955.1_Stap_aure_W15951_V1_genomic	SGB185
MG_177947_bin_33	SGB592
GCF_000563555.1_Stap_aure_H64303_V1_genomic	SGB185
GCF_002529035.1_ASM252903v1_genomic	SGB399
GCF_000545085.1_Stap_aure_M0901_V1_genomic	SGB185
SAMN00991079	SGB601
SAMN00991078	SGB601
GCF_000360825.1_Stap_aure_M0334_V1_genomic	SGB185
SAMN00991075	SGB601
SAMN00991074	SGB601
SAMN00991077	SGB601
SAMN00991076	SGB601
SAMN00991071	SGB601
SAMN00991070	SGB601
SAMN00991073	SGB601
SAMN00991072	SGB601
SAMN00013319	SGB401
SAMN02603395	SGB265
SAMN05864073	SGB402
GCF_001540725.1_12082_2_52_genomic	SGB597
GCF_000548965.1_Stap_aure_M1443_V1_genomic	SGB185
SAMN05864077	SGB402
SAMN05864076	SGB402
SAMN05864075	SGB402
SAMN05864074	SGB402
GCF_900075755.1_12045_4_10_genomic	SGB238
SAMN05864079	SGB402
SAMN05864078	SGB402
GCF_003496695.1_ASM349669v1_genomic	SGB513
SAMN04364604	SGB401
SAMN04364605	SGB401
SAMN04364606	SGB401
SAMN04364607	SGB401
SAMN04364603	SGB401
GCF_000530545.1_Stap_aure_M0253_V1_genomic	SGB185
GCF_000552205.1_Stap_aure_M0110_V1_genomic	SGB185
SAMN04364608	SGB401
SAMN04364609	SGB401
SAMN06704636	SGB506
SAMN05173064	SGB392
GCF_900077765.1_11983_7_15_genomic	SGB238
GCF_900077025.1_12045_4_35_genomic	SGB238
GCF_902167605.1	SGB446
GCF_001909445.1_ASM190944v1_genomic	SGB593
SAMN00138210	SGB137
SAMN00138211	SGB521
SAMN00138212	SGB521
SAMN02324553	SGB402
SAMN02324556	SGB402
SAMN02324555	SGB402
GCF_001994475.1_ASM199447v1_genomic	SGB343
GCF_001450915.1_WH-SGI-V-07384_genomic	SGB359
Y2_bin_2	SGB467
GCA_000432235.1_MGS36_genomic	SGB594
MG_174708_bin_8	SGB001
MG_174708_bin_4	SGB266
MG_174708_bin_6	SGB198
SAMEA3545360	SGB180
SAMN01822993	SGB595
MG_174708_bin_2	SGB137
MG_174708_bin_3	SGB416
SAMN02338786	SGB513
SAMN02338787	SGB513
GCF_001298185.1_ASM129818v1_genomic	SGB511
SAMN02338785	SGB513
SAMN02338783	SGB513
GCF_001698085.1_ASM169808v1_genomic	SGB513
GCF_900200465.1_B197_genomic	SGB513
SAMN07189837	SGB404
GCF_000386825.2_ASM38682v2_genomic	SGB513
SAMEA3918888	SGB598
SAMEA3918889	SGB598
GCF_000577835.1_Stap_aure_W46839_V1_genomic	SGB185
SAMEA3918884	SGB598
SAMEA3918885	SGB598
GCF_003935145.1_ASM393514v1_genomic	SGB597
SAMEA3918887	SGB598
SAMEA3918880	SGB598
SAMEA3918881	SGB598
SAMEA3918882	SGB598
SAMN07189838	SGB404
GCF_001007265.1_ASM100726v1_genomic	SGB359
GCF_003996725.1_ASM399672v1_genomic	SGB513
SAMN05578253	SGB137
MG_185275_bin_40	SGB091
SAMN02470647	SGB414
SAMN02470648	SGB414
GCF_001909585.1_ASM190958v1_genomic	SGB359
SAMN03459416	SGB513
GCF_000574205.1_Stap_aure_M1260_V1_genomic	SGB185
SAMN04124438	SGB184
SAMN05912870	SGB401
SAMN04124434	SGB184
GCF_900025715.1_14555_5_86_genomic	SGB513
SAMN03737995	SGB015
GCF_000601625.1_Stap_aure_H59303_080912_V1_genomic	SGB185
GCF_900202525.1_R765_genomic	SGB513
GCF_900075045.1_12045_4_79_genomic	SGB238
GCF_900076425.1_12045_5_17_genomic	SGB238
SAMN05410647	SGB401
GCA_003203975.1_ASM320397v1_genomic	SGB200
SAMN02469329	SGB092
GCF_002330955.1_ASM233095v1_genomic	SGB359
GCF_900202055.1_R323_genomic	SGB513
GCF_900407745.1_PTHi-13278_genomic	SGB511
SAMN03357050	SGB401
SAMN05453269	SGB401
GCF_001064715.1_ASM106471v1_genomic	SGB597
GCF_001116265.1_6714_1_22_genomic	SGB513
GCF_900036705.1_14324_5_38_genomic	SGB513
SAMN03357054	SGB401
SAMN03357055	SGB401
GCF_000544025.1_Stap_aure_M0811_V1_genomic	SGB185
SRR6748211_bin_2	SGB266
SAMN02469324	SGB093
GCF_001148685.1_6714_2_1_genomic	SGB513
GCF_003957255.1_ASM395725v1_genomic	SGB182
SAMN03996311	SGB563
GCF_000527495.1_Stap_aure_M0704_V1_genomic	SGB185
E2_1697_1278_1_CBA2_S163-bin_2-SPLIT	SGB521
GCF_003174915.1_ASM317491v1_genomic	SGB057
GCF_000596065.1_Stap_aure_DAR5846_V1_genomic	SGB185
SAMN04875580	SGB601
GCF_002330465.1_ASM233046v1_genomic	SGB359
SAMN04875585	SGB284
GCF_001055485.1_ASM105548v1_genomic	SGB511
GCF_000546845.1_Stap_aure_M1056_V1_genomic	SGB185
SAMN05150632	SGB392
SAMN02338818	SGB513
GCF_000794165.1_AZPAE14832_genomic	SGB359
GCF_001663115.1_ASM166311v1_genomic	SGB094
SAMN02338817	SGB513
GCF_003724895.1_INS-Nm1089_genomic	SGB513
SAMN02338815	SGB513
SAMN02338812	SGB513
SAMN02603719	SGB344
SAMN02338810	SGB513
GCF_000284555.1_ASM28455v1_genomic	SGB359
GCF_001994555.1_ASM199455v1_genomic	SGB343
SAMN05410641	SGB401
GCF_000558025.1_Stap_aure_M0604_V1_genomic	SGB185
GCF_001036675.1_ASM103667v1_genomic	SGB359
GCF_900077885.1_12082_4_45_genomic	SGB238
SAMN09789228	SGB601
GCF_000606165.1_Stap_aure_F27233_V1_genomic	SGB185
SAMN10112407	SGB373
GCF_900077305.1_12045_4_1_genomic	SGB088
GCF_000595665.1_Stap_aure_DAR5824_V1_genomic	SGB185
GCF_001994735.1_ASM199473v1_genomic	SGB343
DZD_CM_33_S801-bin_3	SGB266
GCF_900078165.1_11983_7_53_genomic	SGB089
GCF_000556045.1_Stap_aure_M0439_V1_genomic	SGB185
SAMEA1031518	SGB601
SAMEA1031519	SGB601
0809_588_1_1_MRSIHK7_S781-bin_1	SGB009
SAMEA1031513	SGB601
SAMEA1031510	SGB601
SAMEA1031511	SGB601
SAMEA1031516	SGB601
SAMEA1031517	SGB601
SAMEA1031514	SGB601
GCA_001406855.1_RIL183_genomic	SGB201
SAMN03766748	SGB402
SAMEA3466576	SGB401
SAMEA3466577	SGB401
SAMEA3466574	SGB401
SAMEA3466575	SGB401
SAMEA3466572	SGB401
SAMEA3466573	SGB401
SAMEA3466570	SGB401
SAMEA3466571	SGB401
GCF_900204505.1_22941_genomic	SGB513
SAMEA3466578	SGB401
SAMEA3466579	SGB401
GCF_001035025.1_ASM103502v1_genomic	SGB359
GCF_003351445.1_ASM335144v1_genomic	SGB511
GCF_900027445.1_14355_6_32_genomic	SGB513
SAMEA51816418	SGB242
SAMN05410737	SGB401
SAMN05410736	SGB401
SAMN05410734	SGB401
SAMN05410738	SGB401
GCF_001184535.1_ASM118453v1_genomic	SGB511
GCF_000937495.2_ASM93749v2_genomic	SGB359
GCF_002025525.1_PaerP37_vs2.0_genomic	SGB359
GCF_000533135.1_Stap_aure_M1486_V1_genomic	SGB185
GCF_000570595.1_Stap_aure_T92876_V1_genomic	SGB185
SAMN03435065	SGB601
GCF_000360805.1_Stap_aure_M0330_V1_genomic	SGB185
SAMN03435067	SGB601
SAMN02314559	SGB599
SAMN02314558	SGB599
SAMN00001485	SGB374
GCF_000607025.1_Stap_aure_W75242_V1_genomic	SGB185
GCF_000540655.1_Stap_aure_OCMM6057_V1_genomic	SGB185
