MG_175836_bin_36	2.6143	SGB078	Anaerococcus_lactolyticus	North_America	H	P
MG_177947_bin_13	1.10882	SGB245	uSGB	North_America	AA	P
BD1_bin_1	2.24204	SGB245	uSGB	South_Africa	Af	N
MG_181711_bin_2	1.15313	SGB245	uSGB	North_America	AA	P
BJ3_bin_4	5.17248	SGB245	uSGB	South_Africa	Af	N
f11_bin_5	1.23533	SGB245	uSGB	South_Africa	Af	N
MG_205763_bin_40	0.800497	SGB245	uSGB	North_America	AA	P
BH14_bin_4	1.13974	SGB245	uSGB	South_Africa	Af	N
g9_bin_2	1.29677	SGB245	uSGB	South_Africa	Af	N
Y4_bin_5	5.11448	SGB245	uSGB	South_Africa	Af	N
BG12_bin_3	1.19383	SGB245	uSGB	South_Africa	Af	N
MG_4008701169_bin_3	1.40996	SGB245	uSGB	North_America	NA	P
MG_205819_bin_28	0.884936	SGB245	uSGB	North_America	AA	P
AF12_bin_2	1.23068	SGB245	uSGB	South_Africa	Af	N
MG_181775_bin_9	1.17564	SGB245	uSGB	North_America	AA	P
Y5_bin_3	2.5894	SGB245	uSGB	South_Africa	Af	N
BI1_bin_3	2.19205	SGB245	uSGB	South_Africa	Af	N
MG_175228_bin_4	1.94352	SGB245	uSGB	North_America	AA	P
MG_175260_bin_7	0.884936	SGB245	uSGB	North_America	AA	P
AP11_bin_1	2.22766	SGB245	uSGB	South_Africa	Af	N
BG1_bin_6	0.964976	SGB245	uSGB	South_Africa	Af	N
BL2_bin_3	0.819369	SGB245	uSGB	South_Africa	Af	N
Y1_bin_5	4.71738	SGB245	uSGB	South_Africa	Af	N
Y10_bin_4	5.25139	SGB245	uSGB	South_Africa	Af	N
BE6_bin_8	1.63866	SGB245	uSGB	South_Africa	Af	N
MG_222388_bin_6	0.857671	SGB245	uSGB	North_America	AA	P
MG_176887_bin_17	1.01041	SGB245	uSGB	North_America	AA	P
o6_bin_1	3.58575	SGB245	uSGB	South_Africa	Af	N
BI7_bin_3	3.31502	SGB245	uSGB	South_Africa	Af	N
MG_189598_bin_8	0.84995	SGB245	uSGB	North_America	AA	P
AG1_bin_6	0.877107	SGB245	uSGB	South_Africa	Af	N
AZ1_bin_1	2.75126	SGB245	uSGB	South_Africa	Af	N
SRS052859_bin_5	0.842259	SGB245	uSGB	North_America	NA	N
j10_bin_8	2.16393	SGB245	uSGB	South_Africa	Af	N
EE8_bin_1	1.03986	SGB245	uSGB	South_Africa	Af	N
AA6_bin_1	1.13974	SGB245	uSGB	South_Africa	Af	N
h3_bin_3	1.36991	SGB245	uSGB	South_Africa	Af	N
SRS017497_bin_6	3.11746	SGB245	uSGB	North_America	NA	N
d4_bin_4	2.80449	SGB245	uSGB	South_Africa	Af	N
f10_bin_2	0.981378	SGB245	uSGB	South_Africa	Af	N
BE3_bin_1	5.43589	SGB245	uSGB	South_Africa	Af	N
JKR_P2_30_F04_S798_001-bin_2	1.92445	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
MG_205081_bin_21	3.91011	SGB318	Peptoniphilus_lacrimalis	North_America	AA	P
0795_578_1_1_CBA2_S894-bin_1	1.88675	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
JKR_P2_41_A06_S809_001-bin_1	1.96919	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
JKR_P1_65_A09_S737_001-bin_1	1.78909	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
JKR_P1_61_E08_S733_001-bin_1	2.14999	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
MG_205763_bin_23	2.17093	SGB318	Peptoniphilus_lacrimalis	North_America	AA	P
MG_4004001329_bin_36	2.84057	SGB318	Peptoniphilus_lacrimalis	North_America	NA	P
JKR_P2_43_C06_S811_001-bin_1	1.94991	SGB318	Peptoniphilus_lacrimalis	South_Africa	Af	N
C0140A4	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140A5	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140A3	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140A1	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140A2	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0016A2	0.319852	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0016A1	0.319852	SGB001	Lactobacillus_gasseri	North_America	AA	P
SRS052620_bin_1	1.51872	SGB001	Lactobacillus_gasseri	North_America	NA	N
MG_174708_bin_8	1.09136	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130B1	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0054A2	0.0780658	SGB001	Lactobacillus_gasseri	North_America	AA	P
MG_1062501239_bin_3	1.60531	SGB001	Lactobacillus_gasseri	North_America	NA	P
C3_bin_1	0.42398	SGB001	Lactobacillus_gasseri	North_America	AA	M
C0005F2	1.05688	SGB001	Lactobacillus_gasseri	North_America	W	P
C0045A3	0.0	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0045A1	0.0191626	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0045A4	0.0	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0114C5	0.173271	SGB001	Lactobacillus_gasseri	North_America	W	P
C0140B3	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140B2	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0140B1	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
SRR6748177_bin_1	1.29677	SGB001	Lactobacillus_gasseri	North_America	W	P
SRS075419_bin_1	0.726808	SGB001	Lactobacillus_gasseri	North_America	NA	N
C0115B1	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
C0115B3	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
C0115B2	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_220502_bin_5	1.63866	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0131A4	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0131A2	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0131A3	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0131A1	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_1062501279_bin_3	0.683925	SGB001	Lactobacillus_gasseri	North_America	NA	P
SRS024428_bin_5	1.49234	SGB001	Lactobacillus_gasseri	North_America	NA	N
MG_1061301329_bin_4	0.4991	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0129A4	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0129A3	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0048B2	0.436283	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0048B1	0.282712	SGB001	Lactobacillus_gasseri	North_America	AA	P
SRR6748179_bin_1	1.67251	SGB001	Lactobacillus_gasseri	North_America	W	P
C0120A1	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0120A2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0120A3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0120A4	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0112C2	0.167981	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018B1	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018B3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018B2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018B5	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018B4	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_2009001159_bin_1	1.39486	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0129A5	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0164B3	2.98988	SGB001	Lactobacillus_gasseri	North_America	AA	P
SRS012934_bin_2	0.1839	SGB001	Lactobacillus_gasseri	North_America	NA	N
SRR6748178_bin_1	1.67251	SGB001	Lactobacillus_gasseri	North_America	W	P
F4_1630_1235_1_CBA9_S275-bin_3-SPLIT	3.36937	SGB001	Lactobacillus_gasseri	South_Africa	Af	N
C0054A1	0.0730741	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0113A4	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
C0113A5	0.141786	SGB001	Lactobacillus_gasseri	North_America	W	P
C0113A2	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
C0113A3	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
C0113A1	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_190852_bin_8	0.363721	SGB001	Lactobacillus_gasseri	North_America	W	P
Z6_bin_2	1.52404	SGB001	Lactobacillus_gasseri	South_Africa	Af	N
C0128B4	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128B1	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128B2	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0012A1	0.210772	SGB001	Lactobacillus_gasseri	North_America	W	P
C0023A2	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0023A3	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0023A1	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0023A4	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0023A5	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_4005701349_bin_3	0.964976	SGB001	Lactobacillus_gasseri	North_America	NA	P
SRS023850_bin_1	2.41368	SGB001	Lactobacillus_gasseri	North_America	NA	N
C0127C1	0.146992	SGB001	Lactobacillus_gasseri	North_America	H	P
MG_223591_bin_8	0.4991	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0114B5	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
C0114B1	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
C0114B2	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_181071_bin_2	0.932572	SGB001	Lactobacillus_gasseri	North_America	W	P
C0121A3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
SRS105169_bin_3	1.52404	SGB001	Lactobacillus_gasseri	North_America	NA	N
C0045A2	0.00238274	SGB001	Lactobacillus_gasseri	North_America	AA	P
MG_2009001269_bin_2	1.62193	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0128B3	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0141A3	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0141A2	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0141A1	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0141A5	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0141A4	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0020B4	0.0855821	SGB001	Lactobacillus_gasseri	North_America	As	P
C0020B5	0.0855821	SGB001	Lactobacillus_gasseri	North_America	As	P
C0020B1	0.123693	SGB001	Lactobacillus_gasseri	North_America	As	P
C0020B2	0.0855821	SGB001	Lactobacillus_gasseri	North_America	As	P
C0087A1	0.11089	SGB001	Lactobacillus_gasseri	North_America	AA	P
MG_186847_bin_4	3.15792	SGB001	Lactobacillus_gasseri	North_America	H	P
C0018A4	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018A5	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018A2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018A3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
SRR6748181_bin_1	1.7359	SGB001	Lactobacillus_gasseri	North_America	W	P
0795_578_1_1_MRSI4_S826-bin_2	2.04123	SGB001	Lactobacillus_gasseri	South_Africa	Af	N
MG_4008501389_bin_4	0.892796	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0054B3	0.075568	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0054B2	0.0730741	SGB001	Lactobacillus_gasseri	North_America	AA	P
F4_1630_1235_1_MRS10_S276-bin_3-SPLIT	2.83151	SGB001	Lactobacillus_gasseri	South_Africa	Af	N
MG_2009001209_bin_2	1.62749	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0128A1	0.11856	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128A2	0.11856	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128A3	0.11856	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128A4	0.11856	SGB001	Lactobacillus_gasseri	North_America	W	P
C0128A5	0.11856	SGB001	Lactobacillus_gasseri	North_America	W	P
C0020B3	0.0855821	SGB001	Lactobacillus_gasseri	North_America	As	P
SRR5274056_bin_1	0.31121	SGB001	Lactobacillus_gasseri	Italy	W	P
C0115C5	0.165343	SGB001	Lactobacillus_gasseri	North_America	W	P
C0010A1	0.210772	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0010A2	0.210772	SGB001	Lactobacillus_gasseri	North_America	AA	P
C0121A5	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0121A2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
SRR6748180_bin_1	2.42917	SGB001	Lactobacillus_gasseri	North_America	W	P
C0144A3	0.227104	SGB001	Lactobacillus_gasseri	North_America	W	P
C0144A1	0.227104	SGB001	Lactobacillus_gasseri	North_America	W	P
C0144A4	0.227104	SGB001	Lactobacillus_gasseri	North_America	W	P
C0144A5	0.227104	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130A3	0.0631368	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130A2	0.0458924	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130A1	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130A5	0.0730741	SGB001	Lactobacillus_gasseri	North_America	W	P
C0130A4	0.0656154	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_178903_bin_5	0.752278	SGB001	Lactobacillus_gasseri	North_America	W	P
C0112B2	0.123693	SGB001	Lactobacillus_gasseri	North_America	W	P
C0112B3	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
C0112B1	0.0855821	SGB001	Lactobacillus_gasseri	North_America	W	P
C0112B4	0.126265	SGB001	Lactobacillus_gasseri	North_America	W	P
C0030B5	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0030B3	0.251903	SGB001	Lactobacillus_gasseri	North_America	H	P
C0030B2	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0030B1	0.24636	SGB001	Lactobacillus_gasseri	North_America	H	P
C0114C4	0.173271	SGB001	Lactobacillus_gasseri	North_America	W	P
C0114C2	0.1839	SGB001	Lactobacillus_gasseri	North_America	W	P
C0114C1	0.165343	SGB001	Lactobacillus_gasseri	North_America	W	P
MG_220638_bin_3	5.56462	SGB001	Lactobacillus_gasseri	North_America	AA	P
SRS062520_bin_2	1.35508	SGB001	Lactobacillus_gasseri	North_America	NA	N
SRS047335_bin_4	2.86795	SGB001	Lactobacillus_gasseri	North_America	NA	N
SRS047335_bin_1	4.71738	SGB001	Lactobacillus_gasseri	North_America	NA	N
C0122A4	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122A5	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122A2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122A3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122A1	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0018A1	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
AG3_bin_3	1.42518	SGB001	Lactobacillus_gasseri	South_Africa	Af	N
MG_4005701389_bin_1	0.442466	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0014A1	0.0830728	SGB001	Lactobacillus_gasseri	North_America	W	P
C2344A2	0.227104	SGB001	Lactobacillus_gasseri	North_America	NA	P
C0122B4	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122B3	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122B2	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
C0122B1	0.157453	SGB001	Lactobacillus_gasseri	North_America	W	P
0756_546_1_1_MRSIHK1_S857-bin_1	4.24367	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSI1_S789-bin_1	1.84352	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0756_546_1_1_BHK5_S874-bin_1	3.87085	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSI7_S813-bin_1	1.68391	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
JKR_P1_49_A07_S721_001-bin_1	2.19913	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_198301_bin_56	2.42142	SGB084	Anaerococcus_tetradius	North_America	AA	P
JKR_P2_24_H03_S792_001-bin_1	1.94991	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSI12_S842-bin_2	2.32268	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_4005701249_bin_10	1.90552	SGB084	Anaerococcus_tetradius	North_America	NA	P
0756_546_1_1_MRSI2_S817-bin_1	4.19997	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0756_546_1_1_BHK1_S872-bin_1	3.79382	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
E3_1733_1310_1_BDMRSCQ16_S154-bin_1-SPLIT	2.16393	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_4008501299_bin_15	1.94352	SGB084	Anaerococcus_tetradius	North_America	NA	P
0795_578_1_1_MRSI10_S821-bin_1	1.93079	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_4008501249_bin_16	2.48413	SGB084	Anaerococcus_tetradius	North_America	NA	P
0756_546_1_1_MRSIHK3_S778-bin_1	4.288	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_205819_bin_3	3.05785	SGB084	Anaerococcus_tetradius	North_America	AA	P
0756_546_1_1_MRSI3_S825-bin_1	7.09514	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
MG_185475_bin_5	3.35842	SGB084	Anaerococcus_tetradius	North_America	AA	P
0756_546_1_1_CBA4_S848-bin_1	3.89696	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSIHK6_S838-bin_1	2.42142	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
JKR_P2_21_E03_S789_001-bin_1	2.04789	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
SRS011111_bin_19	2.57292	SGB084	Anaerococcus_tetradius	North_America	NA	N
0756_546_1_1_MRSIHK2_S770-bin_1	4.3179	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0950_701_1_1_APEA7_S816-bin_1	2.22766	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
E7_1841_1391_1_BDMRSCQ8_S100-bin_1-SPLIT	1.70111	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSIHK5_S830-bin_1	1.80709	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
d5_bin_1	4.7688	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSI2_S797-bin_1	1.83741	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
E7_1841_1391_1_BDMRSCQ3_S289-bin_1-SPLIT	1.68963	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
0795_578_1_1_MRSI3_S805-bin_2	2.34513	SGB084	Anaerococcus_tetradius	South_Africa	Af	N
E6_1456_1083_3_BDMRSCQ18_S104-bin_1-SPLIT	3.49268	SGB082	Finegoldia_magna	South_Africa	Af	N
C0007C1	0.291212	SGB082	Finegoldia_magna	North_America	AA	P
0809_588_1_1_MRS4_S798-bin_1	3.00913	SGB082	Finegoldia_magna	South_Africa	Af	N
0809_588_1_1_MRSIHK9_S788-bin_1	0.445566	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
MG_4004001329_bin_49	0.202665	SGB481	Staphylococcus_epidermidis	North_America	NA	P
0861_630_1_1_MRSIHK10_S823-bin_1	0.701675	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
E3_1733_1310_1_BDMRSCQ13_S110-bin_1-SPLIT	0.154832	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
E3_1733_1310_1_BDMRSCQ19_1_S118-bin_1-SPLIT	0.181236	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
E2_1697_1278_1_BDMRSCQ10_S263-bin_1-SPLIT	0.131423	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
0861_630_1_1_MRS6_S844-bin_1	0.445566	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
CM2262_MRS2_S776-bin_1	0.167981	SGB481	Staphylococcus_epidermidis	North_America	W	N
JKR_12_29_17_H05_S712-bin_1	0.387578	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_D05_S708-bin_1	0.505504	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_E05_S709-bin_1	0.343111	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_G05_S711-bin_1	0.505504	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
E4_1683_1263_1_BDMRSCQ11_S106-bin_1-SPLIT	0.175922	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
C0008C1	0.075568	SGB481	Staphylococcus_epidermidis	North_America	W	P
E3_1733_1310_1_BDMRSCQ19_2_S117-bin_1-SPLIT	0.154832	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
E1_1694_1273_1_BDMRSCQ13_S120-bin_1-SPLIT	0.11856	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_C06_S715-bin_1	0.18924	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
C0024A5	0.173271	SGB481	Staphylococcus_epidermidis	North_America	AA	P
C0024A3	0.288374	SGB481	Staphylococcus_epidermidis	North_America	AA	P
E2_1697_1278_1_BDMRSCQ8_S114-bin_1-SPLIT	0.11089	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_A06_S713-bin_1	0.302611	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_E06_S717-bin_1	0.734051	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
C0133A2	0.210772	SGB481	Staphylococcus_epidermidis	North_America	AA	P
E2_1697_1278_1_BDMRSCQ12_S113-bin_1-SPLIT	0.766986	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_B06_S714-bin_1	0.680395	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
MG_192622_bin_11	2.48413	SGB481	Staphylococcus_epidermidis	North_America	W	P
JKR_12_29_17_B05_S706-bin_1	0.363721	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
MG_4008701229_bin_5	0.659353	SGB481	Staphylococcus_epidermidis	North_America	NA	P
E1_1694_1273_1_BDMRSCQ9_S119-bin_1-SPLIT	0.115999	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
JKR_12_29_17_F05_S710-bin_1	0.170624	SGB481	Staphylococcus_epidermidis	South_Africa	Af	N
G6_bin_1	2.05456	SGB486	Klebsiella_pneumoniae	North_America	AA	M
C0116C1	0.90861	SGB488	Pediococcus_acidilactici	North_America	As	P
C0116C2	0.90861	SGB488	Pediococcus_acidilactici	North_America	As	P
C0045B3	0.075568	SGB256	Winkia_neuii	North_America	AA	P
0861_630_1_1_MRSIHK11_S831-bin_2	2.66484	SGB256	Winkia_neuii	South_Africa	Af	N
E5_1732_1307_1_BDMRSCQ5_S121-bin_1-SPLIT	0.154832	SGB256	Winkia_neuii	South_Africa	Af	N
0861_630_1_1_MRS2_S865-bin_2	2.83151	SGB256	Winkia_neuii	South_Africa	Af	N
C0036A4	0.075568	SGB256	Winkia_neuii	North_America	AA	P
0861_630_1_1_CBA5_S847-bin_1	0.26025	SGB256	Winkia_neuii	South_Africa	Af	N
0861_630_1_1_BHK8_S808-bin_1	1.66117	SGB256	Winkia_neuii	South_Africa	Af	N
MG_205763_bin_27	3.20933	SGB426	Peptococcus_niger	North_America	AA	P
E6_1456_1083_3_BDMRSCQ19_S136-bin_1-SPLIT	3.00913	SGB426	Peptococcus_niger	South_Africa	Af	N
MG_185347_bin_9	1.45076	SGB420	Gardnerella_vaginalis	North_America	AA	P
MG_176887_bin_5	3.5622	SGB420	Gardnerella_vaginalis	North_America	AA	P
MG_222388_bin_13	1.12201	SGB420	Gardnerella_vaginalis	North_America	AA	P
MG_222388_bin_14	1.12201	SGB420	Gardnerella_vaginalis	North_America	AA	P
B8_bin_2	2.17795	SGB420	Gardnerella_vaginalis	North_America	W	M
MG_185275_bin_24	1.38485	SGB420	Gardnerella_vaginalis	North_America	AA	P
Y6_bin_3	4.80354	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
1020_753_1_CBA_57D_S792-bin_2	2.2205	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
JKR_P1_57_A08_S729_001-bin_1	1.36991	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
1020_753_1_CBA_57E_S793-bin_1	1.29198	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
d2_bin_1	1.36496	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
c4_bin_1	1.88675	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
02361821_bin_5	2.06126	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
MG_4008501249_bin_20	1.30638	SGB420	Gardnerella_vaginalis	North_America	NA	P
MG_222476_bin_20	1.29677	SGB420	Gardnerella_vaginalis	North_America	AA	P
d5_bin_6	2.19913	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
e11_bin_1	1.49759	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
AF11_bin_1	1.33059	SGB420	Gardnerella_vaginalis	South_Africa	Af	N
E6_1456_1083_3_BDMRSCQ11_S135-bin_1-SPLIT	1.99514	SGB250	Campylobacter_hominis	South_Africa	Af	N
E6_1456_1083_3_BDMRSCQ12_S294-bin_1-SPLIT	1.97565	SGB250	Campylobacter_hominis	South_Africa	Af	N
NC_009714.1	0.0	SGB250	Campylobacter_hominis	refSeq	NA	NA
MG_4004001329_bin_12	2.30043	SGB250	Campylobacter_hominis	North_America	NA	P
C0117E2	0.508714	SGB157	uSGB	North_America	As	P
MG_178903_bin_7	0.393593	SGB157	uSGB	North_America	W	P
MG_195374_bin_2	3.89696	SGB381	Prevotella_timonensis	North_America	AA	P
MG_205117_bin_5	4.14262	SGB381	Prevotella_timonensis	North_America	AA	P
0809_588_1_1_LKV9_S426-bin_1	4.01734	SGB381	Prevotella_timonensis	South_Africa	Af	N
SRR6748212_bin_3	3.63341	SGB381	Prevotella_timonensis	North_America	Pac	P
C0079H5	3.57395	SGB381	Prevotella_timonensis	North_America	W	P
F1_1457_1080_3_CBA12_S265-bin_1-SPLIT	3.96325	SGB381	Prevotella_timonensis	South_Africa	Af	N
SMB_15_G02_H09_S840_001-bin_2	4.80354	SGB381	Prevotella_timonensis	South_Africa	Af	N
0795_578_1_1_LKV6_S404-bin_1	4.00373	SGB381	Prevotella_timonensis	South_Africa	Af	N
MG_185275_bin_18	2.93293	SGB381	Prevotella_timonensis	North_America	AA	P
E7_1841_1391_1_BDMRSCQ6_S101-bin_1-SPLIT	3.10744	SGB381	Prevotella_timonensis	South_Africa	Af	N
